ZEB1,shRNA library screen,EMT,Zinc finger E-box binding homeobox 1,Chr10:31319216-31529804,"GO:0033081 regulation of T cell differentiation in thymus
GO:0045602 negative regulation of endothelial cell differentiation
GO:0048752 semicircular canal morphogenesis",(M5921)HALLMARK COMPLEMENT,,,,,,
ZEB2,shRNA library screen,EMT,Zinc finger E-box binding homeobox 2,Chr2:144384081-144520119,"GO:1902748 positive regulation of lens fiber cell differentiation
GO:0021540 corpus callosum morphogenesis
GO:0021957 corticospinal tract morphogenesis",NA,,,,,Javaid et al.2015,
ABCC4,Microarray,EMT,ATP binding cassette subfamily C member 4,Chr13:95019835-95301451,"GO:0032310 prostaglandin secretion
GO:0015732 prostaglandin transport
GO:0032309 icosanoid secretion",(M5908)HALLMARK ANDROGEN RESPONSE,,,,,,
ABR,Microarray,EMT,ABR activator of RhoGEF and GTPase,Chr17_KI270910v1_alt:42766-140753,"GO:0043314 negative regulation of neutrophil degranulation
GO:1902564 negative regulation of neutrophil activation
GO:0043313 regulation of neutrophil degranulation",(M5893)HALLMARK MITOTIC SPINDLE,,,,,,
ACKR3,Microarray,EMT,Atypical chemokine receptor 3,Chr2:236569825-236582351,"GO:1905322 positive regulation of mesenchymal stem cell migration
GO:1905320 regulation of mesenchymal stem cell migration
GO:1905319 mesenchymal stem cell migration","(M5890)HALLMARK TNFA SIGNALING VIA NFKB
 (M5891)HALLMARK HYPOXIA",,,,,,
ACSL4,Microarray,EMT,Acyl-CoA synthetase long chain family member 4,ChrX:109641335-109733257,"GO:0035338 long-chain fatty-acyl-CoA biosynthetic process
GO:0046949 fatty-acyl-CoA biosynthetic process
GO:0035336 long-chain fatty-acyl-CoA metabolic process","(M5949)HALLMARK PEROXISOME
 (M5935)HALLMARK FATTY ACID METABOLISM",,,,,,
AKAP12,Microarray,EMT,A-kinase anchoring protein 12,Chr6:151239967-151358559,"GO:0061870 positive regulation of hepatic stellate cell migration
GO:1900143 positive regulation of oligodendrocyte apoptotic process
GO:0061869 regulation of hepatic stellate cell migration","(M5908)HALLMARK ANDROGEN RESPONSE
 (M5953)HALLMARK KRAS SIGNALING UP
 (M5891)HALLMARK HYPOXIA",,,,,,
ANTXR1,Microarray,EMT,ANTXR cell adhesion molecule 1,Chr2:69013144-69172557,"GO:1901202 negative regulation of extracellular matrix assembly
GO:1905050 positive regulation of metallopeptidase activity
GO:1901201 regulation of extracellular matrix assembly",NA,,,,,,
AQP9,Microarray,EMT,Aquaporin 9,Chr15:58138169-58185911,"GO:0015722 canalicular bile acid transport
GO:1904823 purine nucleobase transmembrane transport
GO:0071918 urea transmembrane transport","(M5948)HALLMARK BILE ACID METABOLISM
 (M5934)HALLMARK XENOBIOTIC METABOLISM
 (M5932)HALLMARK INFLAMMATORY RESPONSE",,,,,,
ARHGEF6,Microarray,EMT,Rac/Cdc42 guanine nucleotide exchange factor 6,ChrX:136665551-136780932,"GO:0030032 lamellipodium assembly
GO:0007254 JNK cascade
GO:0035023 regulation of Rho protein signal transduction",(M5915)HALLMARK APICAL JUNCTION,,,,,,
ARHGEF6,Microarray,EMT,Rac/Cdc42 guanine nucleotide exchange factor 6,ChrX:136665551-136780932,"GO:0030032 lamellipodium assembly
GO:0007254 JNK cascade
GO:0035023 regulation of Rho protein signal transduction",(M5915)HALLMARK APICAL JUNCTION,,,,,,
AXL,Microarray,EMT,AXL receptor tyrosine kinase,Chr19:41219223-41261766,"GO:0032825 positive regulation of natural killer cell differentiation
GO:2000669 negative regulation of dendritic cell apoptotic process
GO:0048549 positive regulation of pinocytosis",(M5932)HALLMARK INFLAMMATORY RESPONSE,,,,,,
C1S,Microarray,EMT,Complement C1s,Chr12:7060718-7071031,"GO:0006958 complement activation, classical pathway
GO:0030449 regulation of complement activation
GO:0002455 humoral immune response mediated by circulating immunoglobulin","(M5911)HALLMARK INTERFERON ALPHA RESPONSE
 (M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT",,,,,,
CCDC50,Microarray,EMT,Coiled-coil domain containing 50,Chr3:191329394-191398659,"GO:0007605 sensory perception of sound
GO:0050954 sensory perception of mechanical stimulus
GO:0007600 sensory perception",NA,,,,,,
CCL2,Microarray,EMT,C-C motif chemokine ligand 2,Chr17:34255285-34257201,"GO:2000502 negative regulation of natural killer cell chemotaxis
GO:1901624 negative regulation of lymphocyte chemotaxis
GO:0035684 helper T cell extravasation","(M5922)HALLMARK UNFOLDED PROTEIN RESPONSE
 (M5913)HALLMARK INTERFERON GAMMA RESPONSE
 (M5890)HALLMARK TNFA SIGNALING VIA NFKB",,,,,,
CD52,Microarray,EMT,CD52 molecule,Chr1:26317958-26320523,"GO:0007204 positive regulation of cytosolic calcium ion concentration
GO:0051480 regulation of cytosolic calcium ion concentration
GO:0045730 respiratory burst",NA,,,,,,
CD93,Microarray,EMT,CD93 molecule,Chr20:23079360-23086324,"GO:0043312 neutrophil degranulation
GO:0002283 neutrophil activation involved in immune response
GO:0042116 macrophage activation",NA,,,,,,
CDH2,Microarray,EMT,Cadherin 2,Chr18:27950966-28177130,"GO:1902897 regulation of postsynaptic density protein 95 clustering
GO:2000809 positive regulation of synaptic vesicle clustering
GO:0097118 neuroligin clustering involved in postsynaptic membrane assembly",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
CHST2,Microarray,EMT,Carbohydrate sulfotransferase 2,Chr3:143119771-143124014,"GO:0018146 keratan sulfate biosynthetic process
GO:0042339 keratan sulfate metabolic process
GO:0006044 N-acetylglucosamine metabolic process","(M5956)HALLMARK KRAS SIGNALING DN
 (M5937)HALLMARK GLYCOLYSIS
 (M5932)HALLMARK INFLAMMATORY RESPONSE",,,,,,
CHST7,Microarray,EMT,Carbohydrate sulfotransferase 7,ChrX:46573765-46598496,"GO:0030206 chondroitin sulfate biosynthetic process
GO:0006044 N-acetylglucosamine metabolic process
GO:0030204 chondroitin sulfate metabolic process",NA,,,,,,
CITED1,Microarray,EMT,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,ChrX:72301646-72307157,"GO:0003340 negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
GO:0003339 regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
GO:0003337 mesenchymal to epithelial transition involved in metanephros morphogenesis",NA,,,,,,
CLGN,Microarray,EMT,Calmegin,Chr4:140388453-140427648,"GO:0007339 binding of sperm to zona pellucida
GO:0035036 sperm-egg recognition
GO:0030968 endoplasmic reticulum unfolded protein response",(M5951)HALLMARK SPERMATOGENESIS,,,,,,
CLU,Microarray,EMT,Clusterin,Chr8:27596917-27611751,"GO:1905895 negative regulation of cellular response to tunicamycin
GO:1905892 negative regulation of cellular response to thapsigargin
GO:1902998 positive regulation of neurofibrillary tangle assembly","(M5892)HALLMARK CHOLESTEROL HOMEOSTASIS
 (M5946)HALLMARK COAGULATION
 (M5902)HALLMARK APOPTOSIS",,,,,,
COL5A1,Microarray,EMT,Collagen type V alpha 1 chain,Chr9:134641805-134844842,"GO:1903225 negative regulation of endodermal cell differentiation
GO:0035313 wound healing, spreading of epidermal cells
GO:1903224 regulation of endodermal cell differentiation","(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION
 (M5891)HALLMARK HYPOXIA
 (M5937)HALLMARK GLYCOLYSIS",,,,,,
COL6A1,Microarray,EMT,Collagen type VI alpha 1 chain,Chr21:45981749-46005049,"GO:0003429 growth plate cartilage chondrocyte morphogenesis
GO:0003414 chondrocyte morphogenesis involved in endochondral bone morphogenesis
GO:0003422 growth plate cartilage morphogenesis",(M5947)HALLMARK IL2 STAT5 SIGNALING,,,,,,
CORO1A,Microarray,EMT,Coronin 1A,Chr16:30183410-30189076,"GO:0051126 negative regulation of actin nucleation
GO:0051279 regulation of release of sequestered calcium ion into cytosol
GO:0051125 regulation of actin nucleation",(M5924)HALLMARK MTORC1 SIGNALING,,,,,,
CSPG4,Microarray,EMT,Chondroitin sulfate proteoglycan 4,Chr15:75674322-75712848,"GO:0030208 dermatan sulfate biosynthetic process
GO:0030207 chondroitin sulfate catabolic process
GO:0030205 dermatan sulfate metabolic process",NA,,,,,,
CTSC,Microarray,EMT,Cathepsin C,Chr11:88293592-88337736,"GO:1903980 positive regulation of microglial cell activation
GO:0031642 negative regulation of myelination
GO:0048208 COPII vesicle coating","(M5910)HALLMARK PROTEIN SECRETION
 (M5921)HALLMARK COMPLEMENT
 (M5924)HALLMARK MTORC1 SIGNALING",,,,,,
CTSH,Microarray,EMT,Cathepsin H,Chr15:78921750-78945098,"GO:0060448 dichotomous subdivision of terminal units involved in lung branching
GO:0010813 neuropeptide catabolic process
GO:0006919 activation of cysteine-type endopeptidase activity involved in apoptotic process","(M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT",,,,,,
CXCL12,Microarray,EMT,C-X-C motif chemokine ligand 12,Chr10:44377067-44385097,"GO:0048842 positive regulation of axon extension involved in axon guidance
GO:1903237 negative regulation of leukocyte tethering or rolling
GO:0033603 positive regulation of dopamine secretion","(M5907)HALLMARK ESTROGEN RESPONSE LATE
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION
 (M5906)HALLMARK ESTROGEN RESPONSE EARLY",,,,,,
CYBA,Microarray,EMT,Cytochrome b-245 alpha chain,Chr16:88643289-88651053,"GO:0003106 negative regulation of glomerular filtration by angiotensin
GO:0003083 negative regulation of renal output by angiotensin
GO:0034137 positive regulation of toll-like receptor 2 signaling pathway",NA,,,,,,
DACT1,Microarray,EMT,Dishevelled binding antagonist of beta catenin 1,Chr14:58638837-58648320,"GO:1904864 negative regulation of beta-catenin-TCF complex assembly
GO:1904863 regulation of beta-catenin-TCF complex assembly
GO:2000095 regulation of Wnt signaling pathway, planar cell polarity pathway",NA,,,,,,
DIXDC1,Microarray,EMT,DIX domain containing 1,Chr11:111977309-112022650,"GO:0021799 cerebral cortex radially oriented cell migration
GO:0021869 forebrain ventricular zone progenitor cell division
GO:0021795 cerebral cortex cell migration",NA,,,,,,
DKK1,Microarray,EMT,Dickkopf WNT signaling pathway inhibitor 1,Chr10:52314281-52317657,"GO:0090082 positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway
GO:1901296 negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
GO:0090081 regulation of heart induction by regulation of canonical Wnt signaling pathway","(M5895)HALLMARK WNT BETA CATENIN SIGNALING
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
DKK3,Microarray,EMT,Dickkopf WNT signaling pathway inhibitor 3,Chr11:11962979-12009336,"GO:2000065 negative regulation of cortisol biosynthetic process
GO:0032348 negative regulation of aldosterone biosynthetic process
GO:0032345 negative regulation of aldosterone metabolic process",NA,,,,,,
DPYSL2,Microarray,EMT,Dihydropyrimidinase like 2,Chr8:26577945-26658175,"GO:0006208 pyrimidine nucleobase catabolic process
GO:0030516 regulation of axon extension
GO:0048675 axon extension",(M5919)HALLMARK HEDGEHOG SIGNALING,,,,,,
DPYSL3,Microarray,EMT,Dihydropyrimidinase like 3,Chr5:147390808-147453692,"GO:0006208 pyrimidine nucleobase catabolic process
GO:0051491 positive regulation of filopodium assembly
GO:0051764 actin crosslink formation",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
ECM1,Microarray,EMT,Extracellular matrix protein 1,Chr1:150508109-150513789,"GO:0030502 negative regulation of bone mineralization
GO:2000404 regulation of T cell migration
GO:0070168 negative regulation of biomineral tissue development","(M5947)HALLMARK IL2 STAT5 SIGNALING
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
EGFR,Microarray,EMT,Epidermal growth factor receptor,Chr7:55019017-55203076,"GO:0043006 activation of phospholipase A2 activity by calcium-mediated signaling
GO:0032431 activation of phospholipase A2 activity
GO:1902722 positive regulation of prolactin secretion","(M5910)HALLMARK PROTEIN SECRETION
 (M5923)HALLMARK PI3K AKT MTOR SIGNALING
 (M5915)HALLMARK APICAL JUNCTION",,,,,,
ELK3,Microarray,EMT,ETS transcription factor ELK3,Chr12:96194375-96269824,"GO:0001525 angiogenesis
GO:0048514 blood vessel morphogenesis
GO:0000122 negative regulation of transcription by RNA polymerase II",NA,,,,,,
ELMO1,Microarray,EMT,Engulfment and cell motility 1,Chr7:36852906-36986266,"GO:0038096 Fc-gamma receptor signaling pathway involved in phagocytosis
GO:0050690 regulation of defense response to virus by virus
GO:0002431 Fc receptor mediated stimulatory signaling pathway",NA,,,,,,
EPB41L3,Microarray,EMT,Erythrocyte membrane protein band 4.1 like 3,Chr18:5392276-5543997,"GO:0030913 paranodal junction assembly
GO:0002175 protein localization to paranode region of axon
GO:0071205 protein localization to juxtaparanode region of axon",(M5953)HALLMARK KRAS SIGNALING UP,,,,,,
EPDR1,Microarray,EMT,Ependymin related 1,Chr7:37920640-37951934,"GO:0007160 cell-matrix adhesion
GO:0031589 cell-substrate adhesion
GO:0007155 cell adhesion",NA,,,,,,
EPHA4,Microarray,EMT,EPH receptor A4,Chr2:221418027-221572304,"GO:2001108 positive regulation of Rho guanyl-nucleotide exchange factor activity
GO:0021957 corticospinal tract morphogenesis
GO:0097156 fasciculation of motor neuron axon",NA,,,,,,
FBLN2,Microarray,EMT,Fibulin 2,Chr3:13549125-13638402,"GO:0010811 positive regulation of cell-substrate adhesion
GO:0010810 regulation of cell-substrate adhesion
GO:0045785 positive regulation of cell adhesion",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
FGF13,Microarray,EMT,Fibroblast growth factor 13,ChrX:138614727-138711717,"GO:0045200 establishment of neuroblast polarity
GO:0048671 negative regulation of collateral sprouting
GO:0098909 regulation of cardiac muscle cell action potential involved in regulation of contraction",(M5939)HALLMARK P53 PATHWAY,,,,,,
FHL1,Microarray,EMT,Four and a half LIM domains 1,ChrX:136147533-136211354,"GO:1901016 regulation of potassium ion transmembrane transporter activity
GO:0043268 positive regulation of potassium ion transport
GO:1901379 regulation of potassium ion transmembrane transport",(M5909)HALLMARK MYOGENESIS,,,,,,
GADD45A,Microarray,EMT,Growth arrest and DNA damage inducible alpha,Chr1:67685201-67688334,"GO:0006977 DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
GO:0072431 signal transduction involved in mitotic G1 DNA damage checkpoint
GO:0000185 activation of MAPKKK activity","(M5902)HALLMARK APOPTOSIS
 (M5905)HALLMARK ADIPOGENESIS
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
GAS1,Microarray,EMT,Growth arrest specific 1,Chr9:86944362-86947506,"GO:0060628 regulation of ER to Golgi vesicle-mediated transport
GO:0010955 negative regulation of protein processing
GO:1903318 negative regulation of protein maturation","(M5916)HALLMARK APICAL SURFACE
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
GDF6,Microarray,EMT,Growth differentiation factor 6,Chr8:96142333-96160806,"GO:1900745 positive regulation of p38MAPK cascade
GO:0032332 positive regulation of chondrocyte differentiation
GO:1990009 retinal cell apoptotic process",NA,,,,,,
GNG11,Microarray,EMT,G protein subunit gamma 11,Chr7:93921735-93928610,"GO:0007186 G protein-coupled receptor signaling pathway
GO:0007165 signal transduction
GO:0023052 signaling",(M5953)HALLMARK KRAS SIGNALING UP,,,,,,
GYPC,Microarray,EMT,Glycophorin C (Gerbich blood group),Chr2:126656158-126696667,"GO:0050900 leukocyte migration
GO:0016477 cell migration
GO:0048870 cell motility","(M5945)HALLMARK HEME METABOLISM
 (M5953)HALLMARK KRAS SIGNALING UP",,,,,,
HCK,Microarray,EMT,"HCK proto-oncogene, Src family tyrosine kinase",Chr20:32052242-32101842,"GO:0002522 leukocyte migration involved in immune response
GO:0045728 respiratory burst after phagocytosis
GO:0038096 Fc-gamma receptor signaling pathway involved in phagocytosis",NA,,,,,,
HEXA,Microarray,EMT,Hexosaminidase subunit alpha,Chr15:72340924-72376014,"GO:0042340 keratan sulfate catabolic process
GO:0030207 chondroitin sulfate catabolic process
GO:0030214 hyaluronan catabolic process",(M5891)HALLMARK HYPOXIA,,,,,,
HEY1,Microarray,EMT,Hes related family bHLH transcription factor with YRPW motif 1,Chr8:79764010-79767767,"GO:0035912 dorsal aorta morphogenesis
GO:2000820 negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation
GO:0003190 atrioventricular valve formation","(M5919)HALLMARK HEDGEHOG SIGNALING
 (M5895)HALLMARK WNT BETA CATENIN SIGNALING",,,,,,
HSD17B11,Microarray,EMT,Hydroxysteroid 17-beta dehydrogenase 11,Chr4:87336516-87391188,"GO:0006710 androgen catabolic process
GO:0006703 estrogen biosynthetic process
GO:0008209 androgen metabolic process","(M5949)HALLMARK PEROXISOME
 (M5948)HALLMARK BILE ACID METABOLISM
 (M5935)HALLMARK FATTY ACID METABOLISM",,,,,,
ICAM1,Microarray,EMT,Intercellular adhesion molecule 1,Chr19:10271120-10286615,"GO:0097368 establishment of Sertoli cell barrier
GO:0046813 receptor-mediated virion attachment to host cell
GO:0045907 positive regulation of vasoconstriction","(M5941)HALLMARK UV RESPONSE UP
 (M5932)HALLMARK INFLAMMATORY RESPONSE
 (M5915)HALLMARK APICAL JUNCTION",,,,,,
ITGA11,Microarray,EMT,Integrin subunit alpha 11,Chr15:68296532-68432163,"GO:0038065 collagen-activated signaling pathway
GO:0006929 substrate-dependent cell migration
GO:0033627 cell adhesion mediated by integrin",NA,,,,,,
ITM2A,Microarray,EMT,Integral membrane protein 2A,ChrX:79360384-79367334,"GO:0002317 plasma cell differentiation
GO:0002313 mature B cell differentiation involved in immune response
GO:0042985 negative regulation of amyloid precursor protein biosynthetic process",NA,,,,,,
JAM2,Microarray,EMT,Junctional adhesion molecule 2,Chr21:25639258-25717562,"GO:0007162 negative regulation of cell adhesion
GO:0050900 leukocyte migration
GO:0030198 extracellular matrix organization",NA,,,,,,
JAML,Microarray,EMT,Junction adhesion molecule like,Chr11:118193725-118212946,"GO:0072672 neutrophil extravasation
GO:0035696 monocyte extravasation
GO:0060054 positive regulation of epithelial cell proliferation involved in wound healing",NA,,,,,,
KAT2B,Microarray,EMT,Lysine acetyltransferase 2B,Chr3:20040446-20154404,"GO:0035948 positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter
GO:0046600 negative regulation of centriole replication
GO:0035947 regulation of gluconeogenesis by regulation of transcription from RNA polymerase II promoter",(M5945)HALLMARK HEME METABOLISM,,,,,,
KHDRBS3,Microarray,EMT,"KH RNA binding domain containing, signal transduction associated 3",Chr8:135457456-135647609,"GO:0048024 regulation of mRNA splicing, via spliceosome
GO:0050684 regulation of mRNA processing
GO:0043484 regulation of RNA splicing",NA,,,,,,
KLF2,Microarray,EMT,Kruppel like factor 2,Chr19:16324826-16328662,"GO:0071409 cellular response to cycloheximide
GO:0060509 type I pneumocyte differentiation
GO:0097533 cellular stress response to acid chemical",(M5890)HALLMARK TNFA SIGNALING VIA NFKB,,,,,,
LAMP2,Microarray,EMT,Lysosomal associated membrane protein 2,ChrX:120426148-120469349,"GO:0061740 protein targeting to lysosome involved in chaperone-mediated autophagy
GO:0071211 protein targeting to vacuole involved in autophagy
GO:0006622 protein targeting to lysosome","(M5910)HALLMARK PROTEIN SECRETION
 (M5946)HALLMARK COAGULATION
 (M5921)HALLMARK COMPLEMENT",,,,,,
LARP6,Microarray,EMT,La ribonucleoprotein domain family member 6,Chr15:70829131-70853818,"GO:1902416 positive regulation of mRNA binding
GO:1905216 positive regulation of RNA binding
GO:1902415 regulation of mRNA binding",NA,,,,,,
LDHA,Microarray,EMT,Lactate dehydrogenase A,Chr11:18394389-18408218,"GO:0006096 glycolytic process
GO:0006757 ATP generation from ADP
GO:0006089 lactate metabolic process","(M5935)HALLMARK FATTY ACID METABOLISM
 (M5891)HALLMARK HYPOXIA
 (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION",,,,,,
LDHB,Microarray,EMT,Lactate dehydrogenase B,Chr12:21635342-21657855,"GO:0006089 lactate metabolic process
GO:0019674 NAD metabolic process
GO:0046496 nicotinamide nucleotide metabolic process","(M5939)HALLMARK P53 PATHWAY
 (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION",,,,,,
LDHC,Microarray,EMT,Lactate dehydrogenase C,Chr11:18412306-18451246,"GO:0019244 lactate biosynthetic process from pyruvate
GO:0019516 lactate oxidation
GO:0019249 lactate biosynthetic process","(M5951)HALLMARK SPERMATOGENESIS
 (M5937)HALLMARK GLYCOLYSIS
 (M5891)HALLMARK HYPOXIA",,,,,,
LIFR,Microarray,EMT,LIF receptor subunit alpha,Chr5:38474668-38595405,"GO:0038165 oncostatin-M-mediated signaling pathway
GO:0070120 ciliary neurotrophic factor-mediated signaling pathway
GO:0048861 leukemia inhibitory factor signaling pathway","(M5908)HALLMARK ANDROGEN RESPONSE
 (M5905)HALLMARK ADIPOGENESIS",,,,,,
LIN7B,Microarray,EMT,"Lin-7 homolog B, crumbs cell polarity complex component",Chr19:49114370-49118460,"GO:0045199 maintenance of epithelial cell apical/basal polarity
GO:0035090 maintenance of apical/basal cell polarity
GO:1903361 protein localization to basolateral plasma membrane",NA,,,,,,
LOXL2,Microarray,EMT,Lysyl oxidase like 2,Chr8:23296897-23404120,"GO:1902455 negative regulation of stem cell population maintenance
GO:0032332 positive regulation of chondrocyte differentiation
GO:0018057 peptidyl-lysine oxidation",(M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,,,,,
LY96,Microarray,EMT,Lymphocyte antigen 96,Chr8:73991392-74029072,"GO:0034128 negative regulation of MyD88-independent toll-like receptor signaling pathway
GO:0034127 regulation of MyD88-independent toll-like receptor signaling pathway
GO:0035666 TRIF-dependent toll-like receptor signaling pathway",(M5953)HALLMARK KRAS SIGNALING UP,,,,,,
MBNL1,Microarray,EMT,Muscleblind like splicing regulator 1,Chr3:152299405-152465780,"GO:0000381 regulation of alternative mRNA splicing, via spliceosome
GO:0000380 alternative mRNA splicing, via spliceosome
GO:0048024 regulation of mRNA splicing, via spliceosome",NA,,,,,,
MCAM,Microarray,EMT,Melanoma cell adhesion molecule,Chr11:119308530-119317130,"GO:0061042 vascular wound healing
GO:0060055 angiogenesis involved in wound healing
GO:0003094 glomerular filtration",NA,,,,,,
MDFIC,Microarray,EMT,MyoD family inhibitor domain containing,Chr7:114922154-115019916,"GO:0007257 activation of JUN kinase activity
GO:0042308 negative regulation of protein import into nucleus
GO:0050434 positive regulation of viral transcription",NA,,,,,,
MET,Microarray,EMT,"MET proto-oncogene, receptor tyrosine kinase",Chr7:116672196-116769910,"GO:1901299 negative regulation of hydrogen peroxide-mediated programmed cell death
GO:0051497 negative regulation of stress fiber assembly
GO:0035635 entry of bacterium into host cell","(M5942)HALLMARK UV RESPONSE DN
 (M5932)HALLMARK INFLAMMATORY RESPONSE
 (M5937)HALLMARK GLYCOLYSIS",,,,,,
METRNL,Microarray,EMT,NA,NA,NA,NA,,,,,,
MMP11,Microarray,EMT,Matrix metallopeptidase 11,Chr22:23772849-23784316,"GO:0045599 negative regulation of fat cell differentiation
GO:0071711 basement membrane organization
GO:0022617 extracellular matrix disassembly","(M5946)HALLMARK COAGULATION
 (M5953)HALLMARK KRAS SIGNALING UP",,,,,,
MMP9,Microarray,EMT,Matrix metallopeptidase 9,Chr20:46008908-46016561,"GO:2000697 negative regulation of epithelial cell differentiation involved in kidney development
GO:2001268 negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
GO:0051549 positive regulation of keratinocyte migration","(M5946)HALLMARK COAGULATION
 (M5953)HALLMARK KRAS SIGNALING UP
 (M5915)HALLMARK APICAL JUNCTION",,,,,,
MOXD1,Microarray,EMT,Monooxygenase DBH like 1,Chr6:132296055-132401475,"GO:0006589 octopamine biosynthetic process
GO:0042420 dopamine catabolic process
GO:0046333 octopamine metabolic process",NA,,,,,,
MT2A,Microarray,EMT,Metallothionein 2A,Chr16:56608584-56609497,"GO:0010273 detoxification of copper ion
GO:0036018 cellular response to erythropoietin
GO:0036016 cellular response to interleukin-3","(M5901)HALLMARK G2M CHECKPOINT
 (M5934)HALLMARK XENOBIOTIC METABOLISM
 (M5891)HALLMARK HYPOXIA",,,,,,
MYO5A,Microarray,EMT,Myosin VA,Chr15:52307284-52529050,"GO:0031585 regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
GO:0051279 regulation of release of sequestered calcium ion into cytosol
GO:0099089 establishment of endoplasmic reticulum localization to postsynapse",NA,,,,,,
NCKAP1L,Microarray,EMT,NCK associated protein 1 like,Chr12:54497752-54548243,"GO:0043378 positive regulation of CD8-positive, alpha-beta T cell differentiation
GO:0045588 positive regulation of gamma-delta T cell differentiation
GO:0043376 regulation of CD8-positive, alpha-beta T cell differentiation",NA,,,,,,
NDRG1,Microarray,EMT,N-myc downstream regulated 1,Chr8:133237175-133297252,"GO:0032287 peripheral nervous system myelin maintenance
GO:0022011 myelination in peripheral nervous system
GO:0043217 myelin maintenance","(M5908)HALLMARK ANDROGEN RESPONSE
 (M5947)HALLMARK IL2 STAT5 SIGNALING
 (M5939)HALLMARK P53 PATHWAY",,,,,,
NDRG2,Microarray,EMT,NA,NA,NA,NA,,,,,,
NDRG2,Microarray,EMT,NDRG family member 2,Chr14:21016763-21025105,"GO:0090361 regulation of platelet-derived growth factor production
GO:0090360 platelet-derived growth factor production
GO:0021762 substantia nigra development",(M5934)HALLMARK XENOBIOTIC METABOLISM,,,,,,
NECTIN3,Microarray,EMT,Nectin cell adhesion molecule 3,Chr3:111071816-111137560,"GO:0002089 lens morphogenesis in camera-type eye
GO:0060042 retina morphogenesis in camera-type eye
GO:1902414 protein localization to cell junction",(M5915)HALLMARK APICAL JUNCTION,,,,,,
NEXN,Microarray,EMT,Nexilin F-actin binding protein,Chr1:77888515-77943893,"GO:0070593 dendrite self-avoidance
GO:0008038 neuron recognition
GO:0007411 axon guidance",(M5915)HALLMARK APICAL JUNCTION,,,,,,
NPL,Microarray,EMT,N-acetylneuraminate pyruvate lyase,Chr1:182789449-182830384,"GO:0019262 N-acetylneuraminate catabolic process
GO:0006054 N-acetylneuraminate metabolic process
GO:0046348 amino sugar catabolic process",NA,,,,,,
NR0B1,Microarray,EMT,Nuclear receptor subfamily 0 group B member 1,ChrX:30304206-30309390,"GO:0033327 Leydig cell differentiation
GO:0033144 negative regulation of intracellular steroid hormone receptor signaling pathway
GO:0060008 Sertoli cell differentiation",NA,,,,,,
NT5E,Microarray,EMT,5'-nucleotidase ecto,Chr6:85449584-85495791,"GO:0006196 AMP catabolic process
GO:0046086 adenosine biosynthetic process
GO:0009169 purine ribonucleoside monophosphate catabolic process","(M5947)HALLMARK IL2 STAT5 SIGNALING
 (M5937)HALLMARK GLYCOLYSIS
 (M5930)HALLMARK EPITHELIAL MESENCHYMAL TRANSITION",,,,,,
PCDH18,Microarray,EMT,Protocadherin 18,Chr4:137518920-137532494,"GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
GO:0098742 cell-cell adhesion via plasma-membrane adhesion molecules
GO:0007420 brain development",NA,,,,,,
PDGFRA,Microarray,EMT,Platelet derived growth factor receptor alpha,Chr4:54229293-54298245,"GO:0072277 metanephric glomerular capillary formation
GO:0072276 metanephric glomerulus vasculature morphogenesis
GO:0072104 glomerular capillary formation",NA,,,,,,
