ID,Entrez GeneID,uniGene,symbol,name,hg19 knownGene ID
eg:6891:chr6_mann_hap4:m,6891,Hs.502,TAP2,"Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",
eg:6891:chr6_mcf_hap5:m,6891,Hs.502,TAP2,"Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",
eg:6891:chr6_qbl_hap6:m,6891,Hs.502,TAP2,"Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",
eg:6891:chr6_ssto_hap7:m,6891,Hs.502,TAP2,"Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",
eg:6892:chr6:m,6892,Hs.370937,TAPBP,TAP binding protein (tapasin),
eg:6892:chr6_cox_hap2:m,6892,Hs.370937,TAPBP,TAP binding protein (tapasin),
eg:6892:chr6_dbb_hap3:m,6892,Hs.370937,TAPBP,TAP binding protein (tapasin),
eg:6892:chr6_mcf_hap5:m,6892,Hs.370937,TAPBP,TAP binding protein (tapasin),
eg:6892:chr6_qbl_hap6:m,6892,Hs.370937,TAPBP,TAP binding protein (tapasin),
eg:6894:chr1:m,6894,Hs.498115,TARBP1,TAR (HIV-1) RNA binding protein 1,
eg:6895:chr12:p,6895,Hs.326,TARBP2,TAR (HIV-1) RNA binding protein 2,
eg:6897:chr5:p,6897,Hs.481860,TARS,Threonyl-tRNA synthetase,
eg:6898:chr16:m,6898,Hs.161640,TAT,Tyrosine aminotransferase,
eg:6899:chr22:p,6899,Hs.173984,TBX1,T-box 1,
eg:690:chr13:p,690,Hs.567241,BTF3P11,Basic transcription factor 3 pseudogene 11,
eg:6900:chr1:p,6900,Hs.519220,CNTN2,Contactin 2 (axonal),
eg:6901:chrX:p,6901,Hs.409911,TAZ,Tafazzin,
eg:6902:chr5:m,6902,Hs.291212,TBCA,Tubulin folding cofactor A,
eg:6903:chr6:m,6903,Hs.75064,TBCC,Tubulin folding cofactor C,
eg:6904:chr17:p,6904,Hs.464391,TBCD,Tubulin folding cofactor D,
eg:6905:chr1:p,6905,Hs.740537,TBCE,Tubulin folding cofactor E,
eg:6906:chrX:m,6906,Hs.76838,SERPINA7,"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",
eg:6907:chrX:p,6907,Hs.495656,TBL1X,Transducin (beta)-like 1X-linked,
eg:6908:chr6:p,6908,Hs.590872,TBP,TATA box binding protein,
eg:6909:chr17:p,6909,Hs.531085,TBX2,T-box 2,
eg:6910:chr12:m,6910,Hs.381715,TBX5,T-box 5,
eg:6911:chr16:m,6911,Hs.198301,TBX6,T-box 6,
eg:6913:chr1:m,6913,Hs.146196,TBX15,T-box 15,
eg:6915:chr19:m,6915,Hs.442530,TBXA2R,Thromboxane A2 receptor,
eg:6916:chr7:p,6916,Hs.520757,TBXAS1,Thromboxane A synthase 1 (platelet),
eg:6917:chr8:m,6917,Hs.491745,TCEA1,"Transcription elongation factor A (SII), 1",
eg:6919:chr20:p,6919,Hs.505004,TCEA2,"Transcription elongation factor A (SII), 2",
eg:6920:chr1:m,6920,Hs.446354,TCEA3,"Transcription elongation factor A (SII), 3",
eg:692053:chr14:m,692053,Hs.675950,SNORD9,"Small nucleolar RNA, C/D box 9",
eg:692057:chr20:p,692057,,SNORD12,"small nucleolar RNA, C/D box 12",
eg:692058:chr2:p,692058,,SNORD11,"small nucleolar RNA, C/D box 11",
eg:692072:chr11:m,692072,,SNORD5,"small nucleolar RNA, C/D box 5",
eg:692073:chr1:m,692073,,SNORA16A,"small nucleolar RNA, H/ACA box 16A",
eg:692076:chr17:p,692076,,SNORD7,"small nucleolar RNA, C/D box 7",
eg:692085:chr1:p,692085,,SNORD45C,"small nucleolar RNA, C/D box 45C",
eg:692086:chr20:m,692086,Hs.680747,SNORD17,"Small nucleolar RNA, C/D box 17",
eg:692087:chr17:p,692087,,SNORD49B,"small nucleolar RNA, C/D box 49B",
eg:692088:chr6:m,692088,,SNORD50B,"small nucleolar RNA, C/D box 50B",
eg:692089:chr3:p,692089,,SNORD19,"small nucleolar RNA, C/D box 19",
eg:692090:chr12:m,692090,,SNORD59B,"small nucleolar RNA, C/D box 59B",
eg:692091:chr19:p,692091,Hs.740062,SNORD23,"Small nucleolar RNA, C/D box 23",
eg:692092:chr6:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_apd_hap1:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_cox_hap2:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_dbb_hap3:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_mann_hap4:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_mcf_hap5:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692092:chr6_qbl_hap6:p,692092,,SNORD32B,"small nucleolar RNA, C/D box 32B",
eg:692094:chr9:m,692094,Hs.571601,MSMP,"Microseminoprotein, prostate associated",
eg:692099:chr3:m,692099,Hs.591652,FAM86DP,"Family with sequence similarity 86, member D, pseudogene",
eg:6921:chr8:m,6921,Hs.533437 /// Hs.554594 /// Hs.731928,TCEB1,"Transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)",
eg:692106:chr17:p,692106,,SNORD65,"small nucleolar RNA, C/D box 65",
eg:692107:chr3:p,692107,,SNORD66,"small nucleolar RNA, C/D box 66",
eg:692108:chr11:m,692108,Hs.693252,SNORD67,"Small nucleolar RNA, C/D box 67",
eg:692109:chr3:p,692109,,SNORD69,"small nucleolar RNA, C/D box 69",
eg:692110:chr2:p,692110,,SNORD70,"small nucleolar RNA, C/D box 70",
eg:692111:chr16:m,692111,,SNORD71,"small nucleolar RNA, C/D box 71",
eg:692148:chr12:p,692148,,SCARNA10,small Cajal body-specific RNA 10,
eg:692149:chr15:m,692149,,SCARNA14,small Cajal body-specific RNA 14,
eg:692157:chr1:p,692157,Hs.707958,SNORA16B,"Small nucleolar RNA, H/ACA box 16B",
eg:692158:chr11:p,692158,Hs.687390,SNORA57,"Small nucleolar RNA, H/ACA box 57",
eg:692195:chr1:m,692195,,SNORD75,"small nucleolar RNA, C/D box 75",
eg:692196:chr1:m,692196,,SNORD76,"small nucleolar RNA, C/D box 76",
eg:692197:chr1:m,692197,,SNORD77,"small nucleolar RNA, C/D box 77",
eg:692198:chr1:m,692198,,SNORD78,"small nucleolar RNA, C/D box 78",
eg:692199:chr6:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_cox_hap2:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_dbb_hap3:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_mann_hap4:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_mcf_hap5:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_qbl_hap6:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692199:chr6_ssto_hap7:m,692199,,SNORD84,"small nucleolar RNA, C/D box 84",
eg:692200:chr1:m,692200,,SNORD85,"small nucleolar RNA, C/D box 85",
eg:692202:chr19:m,692202,,SNORD88A,"small nucleolar RNA, C/D box 88A",
eg:692203:chr19:m,692203,,SNORD88B,"small nucleolar RNA, C/D box 88B",
eg:692204:chr19:m,692204,,SNORD88C,"small nucleolar RNA, C/D box 88C",
eg:692205:chr2:m,692205,Hs.731880,SNORD89,"Small nucleolar RNA, C/D box 89",
eg:692206:chr9:m,692206,Hs.693253,SNORD90,"Small nucleolar RNA, C/D box 90",
eg:692207:chr17:m,692207,,SNORD91A,"small nucleolar RNA, C/D box 91A",
eg:692208:chr17:m,692208,,SNORD91B,"small nucleolar RNA, C/D box 91B",
eg:692209:chr2:p,692209,,SNORD92,"small nucleolar RNA, C/D box 92",
eg:692210:chr7:p,692210,,SNORD93,"small nucleolar RNA, C/D box 93",
eg:692211:chr10:p,692211,,SNORD98,"small nucleolar RNA, C/D box 98",
eg:692212:chr1:m,692212,,SNORD99,"small nucleolar RNA, C/D box 99",
eg:692213:chr20:p,692213,,SNORD110,"small nucleolar RNA, C/D box 110",
eg:692214:chr16:p,692214,,SNORD111,"small nucleolar RNA, C/D box 111",
eg:692223:chr11:m,692223,Hs.723086,SNORD97,"Small nucleolar RNA, C/D box 97",
eg:692224:chr15:m,692224,,FBXO22-AS1,FBXO22 antisense RNA 1 (non-protein coding),
eg:692225:chr2:p,692225,Hs.723087,SNORD94,"Small nucleolar RNA, C/D box 94",
eg:692226:chrX:m,692226,,SNORD96B,"small nucleolar RNA, C/D box 96B",
eg:692227:chr17:p,692227,,SNORD104,"small nucleolar RNA, C/D box 104",
eg:692229:chr19:p,692229,,SNORD105,"small nucleolar RNA, C/D box 105",
eg:692233:chr6:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_apd_hap1:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_cox_hap2:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_dbb_hap3:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_mann_hap4:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_mcf_hap5:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_qbl_hap6:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692233:chr6_ssto_hap7:m,692233,,SNORD117,"small nucleolar RNA, C/D box 117",
eg:692234:chr1:m,692234,,SNORD103A,"small nucleolar RNA, C/D box 103A",
eg:6923:chr16:m,6923,Hs.172772,TCEB2,"Transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)",
eg:692312:chr19:p,692312,,PPAN-P2RY11,PPAN-P2RY11 readthrough,
eg:6924:chr1:p,6924,Hs.15535,TCEB3,"Transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)",
eg:6925:chr18:m,6925,Hs.605153,TCF4,Transcription factor 4,
eg:6926:chr12:m,6926,Hs.731585,TBX3,T-box 3,
eg:6927:chr12:p,6927,Hs.654455,HNF1A,HNF1 homeobox A,
eg:6928:chr17:m,6928,Hs.191144,HNF1B,HNF1 homeobox B,
eg:6929:chr19:m,6929,Hs.371282,TCF3,Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),
eg:6932:chr5:p,6932,Hs.573153,TCF7,"Transcription factor 7 (T-cell specific, HMG-box)",
eg:6934:chr10:p,6934,Hs.593995,TCF7L2,"Transcription factor 7-like 2 (T-cell specific, HMG-box)",
eg:6935:chr10:p,6935,Hs.124503,ZEB1,Zinc finger E-box binding homeobox 1,
eg:6936:chr2:m,6936,Hs.303808,GCFC2,GC-rich sequence DNA-binding factor 2,
eg:6938:chr15:p,6938,Hs.511504,TCF12,Transcription factor 12,
eg:6939:chr20:m,6939,Hs.437,TCF15,Transcription factor 15 (basic helix-loop-helix),
eg:694:chr12:m,694,Hs.255935,BTG1,"B-cell translocation gene 1, anti-proliferative",
eg:6940:chr5:m,6940,Hs.484324,ZNF354A,Zinc finger protein 354A,
eg:6941:chr6:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_cox_hap2:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_dbb_hap3:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_mann_hap4:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_mcf_hap5:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_qbl_hap6:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6941:chr6_ssto_hap7:p,6941,Hs.584807,TCF19,Transcription factor 19,
eg:6942:chr22:m,6942,Hs.475018,TCF20,Transcription factor 20 (AR1),
eg:6943:chr6:p,6943,Hs.78061,TCF21,Transcription factor 21,
eg:6944:chr1:m,6944,Hs.2430,VPS72,Vacuolar protein sorting 72 homolog (S. cerevisiae),
eg:6945:chr17:p,6945,Hs.714749,MLX,MAX-like protein X,
eg:6947:chr11:m,6947,Hs.2012,TCN1,"Transcobalamin I (vitamin B12 binding protein, R binder family)",
eg:6948:chr22:p,6948,Hs.417948,TCN2,Transcobalamin II,
eg:6949:chr5:p,6949,Hs.519672,TCOF1,Treacher Collins-Franceschetti syndrome 1,
eg:695:chrX:m,695,Hs.159494,BTK,Bruton agammaglobulinemia tyrosine kinase,
eg:6950:chr6:m,6950,Hs.363137,TCP1,T-complex 1,
eg:6953:chr6:m,6953,Hs.351,TCP10,T-complex 10 homolog (mouse),
eg:6954:chr6:m,6954,Hs.435371,TCP11,T-complex 11 homolog (mouse),
eg:696:chr6:p,696,Hs.153058,BTN1A1,"Butyrophilin, subfamily 1, member A1",
eg:6975:chr10:p,6975,Hs.348615,TECTB,Tectorin beta,
eg:6988:chr3:p,6988,Hs.517962,TCTA,T-cell leukemia translocation altered,
eg:699:chr2:m,699,Hs.469649,BUB1,Budding uninhibited by benzimidazoles 1 homolog (yeast),
eg:6990:chrX:m,6990,Hs.446392,DYNLT3,"Dynein, light chain, Tctex-type 3",
eg:6991:chr6:m,6991,Hs.733746,TCTE3,T-complex-associated-testis-expressed 3,
eg:6992:chr6:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_apd_hap1:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_cox_hap2:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_dbb_hap3:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_mann_hap4:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_mcf_hap5:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_qbl_hap6:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6992:chr6_ssto_hap7:p,6992,Hs.82887,PPP1R11,"Protein phosphatase 1, regulatory (inhibitor) subunit 11",
eg:6993:chr6:m,6993,Hs.445999,DYNLT1,"Dynein, light chain, Tctex-type 1",
eg:6996:chr12:p,6996,Hs.584809,TDG,Thymine-DNA glycosylase,
eg:6997:chr3:p,6997,Hs.385870,TDGF1,Teratocarcinoma-derived growth factor 1,
eg:6998:chrX:p,6998,Hs.592361,TDGF1P3,Teratocarcinoma-derived growth factor 1 pseudogene 3,
eg:6999:chr4:p,6999,Hs.183671,TDO2,"Tryptophan 2,3-dioxygenase",
eg:70:chr15:m,70,Hs.118127,ACTC1,"Actin, alpha, cardiac muscle 1",
eg:7001:chr19:m,7001,Hs.432121,PRDX2,Peroxiredoxin 2,
eg:7003:chr11:p,7003,Hs.655331,TEAD1,TEA domain family member 1 (SV40 transcriptional enhancer factor),
eg:7004:chr12:p,7004,Hs.94865,TEAD4,TEA domain family member 4,
eg:7005:chr6:m,7005,Hs.485205,TEAD3,TEA domain family member 3,
eg:7006:chr4:m,7006,Hs.479670,TEC,Tec protein tyrosine kinase,
eg:7007:chr11:p,7007,Hs.248162,TECTA,Tectorin alpha,
eg:7008:chr22:p,7008,Hs.181159,TEF,Thyrotrophic embryonic factor,
eg:7009:chr12:p,7009,Hs.35052,TMBIM6,Transmembrane BAX inhibitor motif containing 6,
eg:701:chr15:p,701,,BUB1B,budding uninhibited by benzimidazoles 1 homolog beta (yeast),
eg:7010:chr9:p,7010,Hs.89640,TEK,"TEK tyrosine kinase, endothelial",
eg:7011:chr14:m,7011,Hs.508835,TEP1,Telomerase-associated protein 1,
eg:7012:chr3:m,7012,Hs.436182,TERC,Telomerase RNA component,
eg:7013:chr8:p,7013,Hs.442707,TERF1,Telomeric repeat binding factor (NIMA-interacting) 1,
eg:7014:chr16:m,7014,Hs.63335,TERF2,Telomeric repeat binding factor 2,
eg:7015:chr5:m,7015,Hs.492203,TERT,Telomerase reverse transcriptase,
eg:7016:chr9:p,7016,Hs.708096,TESK1,Testis-specific kinase 1,
eg:7018:chr3:p,7018,Hs.518267,TF,Transferrin,
eg:7019:chr10:p,7019,Hs.642966,TFAM,"Transcription factor A, mitochondrial",
eg:7020:chr6:m,7020,Hs.519880,TFAP2A,Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),
eg:7021:chr6:p,7021,Hs.33102,TFAP2B,Transcription factor AP-2 beta (activating enhancer binding protein 2 beta),
eg:7022:chr20:p,7022,Hs.473152,TFAP2C,Transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma),
eg:7023:chr16:m,7023,Hs.513305,TFAP4,Transcription factor AP-4 (activating enhancer binding protein 4),
eg:7024:chr12:m,7024,Hs.48849,TFCP2,Transcription factor CP2,
eg:7025:chr5:p,7025,,NR2F1,"nuclear receptor subfamily 2, group F, member 1",
eg:7026:chr15:p,7026,Hs.347991 /// Hs.519445,NR2F2,"Nuclear receptor subfamily 2, group F, member 2",
eg:7027:chr13:p,7027,Hs.79353,TFDP1,Transcription factor Dp-1,
eg:7029:chr3:m,7029,Hs.379018,TFDP2,Transcription factor Dp-2 (E2F dimerization partner 2),
eg:7030:chrX:m,7030,Hs.730740,TFE3,Transcription factor binding to IGHM enhancer 3,
eg:7031:chr21:m,7031,Hs.162807,TFF1,Trefoil factor 1,
eg:7032:chr21:m,7032,Hs.2979,TFF2,Trefoil factor 2,
eg:7033:chr21:m,7033,Hs.82961,TFF3,Trefoil factor 3 (intestinal),
eg:7035:chr2:m,7035,Hs.516578,TFPI,Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor),
eg:7036:chr7:m,7036,Hs.544932,TFR2,Transferrin receptor 2,
eg:7037:chr3:m,7037,Hs.529618,TFRC,"Transferrin receptor (p90, CD71)",
eg:7038:chr8:p,7038,Hs.654591,TG,Thyroglobulin,
eg:7039:chr2:m,7039,Hs.170009,TGFA,"Transforming growth factor, alpha",
eg:7040:chr19:m,7040,Hs.645227,TGFB1,"Transforming growth factor, beta 1",
eg:7041:chr16:p,7041,Hs.513530,TGFB1I1,Transforming growth factor beta 1 induced transcript 1,
eg:7042:chr1:p,7042,Hs.133379,TGFB2,"Transforming growth factor, beta 2",
eg:7043:chr14:m,7043,Hs.592317,TGFB3,"Transforming growth factor, beta 3",
eg:7044:chr1:m,7044,Hs.520187,LEFTY2,Left-right determination factor 2,
eg:7045:chr5:p,7045,Hs.369397,TGFBI,"Transforming growth factor, beta-induced, 68kDa",
eg:7046:chr9:p,7046,Hs.494622,TGFBR1,"Transforming growth factor, beta receptor 1",
eg:7047:chr3:p,7047,Hs.438265,TGM4,Transglutaminase 4 (prostate),
eg:7048:chr3:p,7048,Hs.82028,TGFBR2,"Transforming growth factor, beta receptor II (70/80kDa)",
eg:7049:chr1:m,7049,Hs.482390,TGFBR3,"Transforming growth factor, beta receptor III",
eg:705:chr6:p,705,Hs.106880,BYSL,Bystin-like,
eg:7050:chr18:p,7050,Hs.373550,TGIF1,TGFB-induced factor homeobox 1,
eg:7051:chr14:m,7051,Hs.508950,TGM1,"Transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)",
eg:7052:chr20:m,7052,Hs.517033,TGM2,"Transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)",
eg:7053:chr20:p,7053,Hs.2022,TGM3,"Transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)",
eg:7054:chr11:m,7054,Hs.435609,TH,Tyrosine hydroxylase,
eg:7056:chr20:m,7056,Hs.2030,THBD,Thrombomodulin,
eg:7057:chr15:p,7057,Hs.164226,THBS1,Thrombospondin 1,
eg:7058:chr6:m,7058,Hs.371147,THBS2,Thrombospondin 2,
eg:7059:chr1:m,7059,Hs.169875,THBS3,Thrombospondin 3,
eg:706:chr22:p,706,Hs.202,TSPO,Translocator protein (18kDa),
eg:7060:chr5:p,7060,Hs.211426,THBS4,Thrombospondin 4,
eg:7062:chr1:m,7062,Hs.432416 /// Hs.553300,TCHH,Trichohyalin,
eg:7064:chr19:p,7064,Hs.78769,THOP1,Thimet oligopeptidase 1,
eg:7066:chr3:m,7066,Hs.1166 /// Hs.734657,THPO,Thrombopoietin,
eg:7067:chr17:p,7067,Hs.724,THRA,"Thyroid hormone receptor, alpha",
eg:7068:chr3:m,7068,Hs.187861,THRB,"Thyroid hormone receptor, beta",
eg:7069:chr11:p,7069,Hs.591969,THRSP,Thyroid hormone responsive,
eg:7070:chr11:m,7070,Hs.731439,THY1,Thy-1 cell surface antigen,
eg:7071:chr8:m,7071,Hs.435001,KLF10,Kruppel-like factor 10,
eg:7072:chr2:m,7072,Hs.516075,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,
eg:7073:chr10:m,7073,Hs.501203,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,
eg:7074:chr21:m,7074,Hs.517228,TIAM1,T-cell lymphoma invasion and metastasis 1,
eg:7075:chr1:p,7075,Hs.78824,TIE1,Tyrosine kinase with immunoglobulin-like and EGF-like domains 1,
eg:7076:chrX:p,7076,Hs.522632,TIMP1,TIMP metallopeptidase inhibitor 1,
eg:7077:chr17:m,7077,Hs.633514,TIMP2,TIMP metallopeptidase inhibitor 2,
eg:7078:chr22:p,7078,Hs.644633,TIMP3,TIMP metallopeptidase inhibitor 3,
eg:7079:chr3:m,7079,Hs.591665,TIMP4,TIMP metallopeptidase inhibitor 4,
eg:708:chr17:m,708,Hs.555866,C1QBP,"Complement component 1, q subcomponent binding protein",
eg:7080:chr14:m,7080,Hs.94367,NKX2-1,NK2 homeobox 1,
eg:7082:chr15:m,7082,Hs.510833,TJP1,Tight junction protein 1 (zona occludens 1),
eg:7083:chr17:m,7083,Hs.515122,TK1,"Thymidine kinase 1, soluble",
eg:7084:chr16:m,7084,Hs.512619,TK2,"Thymidine kinase 2, mitochondrial",
eg:7086:chr3:m,7086,Hs.89643,TKT,Transketolase,
eg:7087:chr19:p,7087,Hs.465862,ICAM5,"Intercellular adhesion molecule 5, telencephalin",
eg:7088:chr9:m,7088,Hs.197320 /// Hs.689805,TLE1,"Transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)",
eg:7089:chr19:m,7089,Hs.332173,TLE2,"Transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)",
eg:7090:chr15:m,7090,Hs.287362,TLE3,"Transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)",
eg:7091:chr9:p,7091,Hs.444213,TLE4,"Transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",
eg:7092:chr4:p,7092,Hs.106513,TLL1,Tolloid-like 1,
eg:7093:chr10:m,7093,Hs.154296,TLL2,Tolloid-like 2,
eg:7094:chr9:m,7094,Hs.471014,TLN1,Talin 1,
eg:7095:chr3:p,7095,Hs.592561,SEC62,SEC62 homolog (S. cerevisiae),
eg:7096:chr4:m,7096,Hs.654532,TLR1,Toll-like receptor 1,
eg:7097:chr4:p,7097,Hs.519033,TLR2,Toll-like receptor 2,
eg:7098:chr4:p,7098,Hs.657724,TLR3,Toll-like receptor 3,
eg:7099:chr9:p,7099,Hs.174312,TLR4,Toll-like receptor 4,
eg:71:chr17:m,71,Hs.514581 /// Hs.731391,ACTG1,"Actin, gamma 1",
eg:710:chr11:p,710,Hs.384598,SERPING1,"Serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",
eg:7100:chr1:m,7100,Hs.604542,TLR5,Toll-like receptor 5,
eg:7101:chr6:p,7101,Hs.157688,NR2E1,"Nuclear receptor subfamily 2, group E, member 1",
eg:7102:chrX:p,7102,Hs.441664,TSPAN7,Tetraspanin 7,
eg:7103:chr12:m,7103,Hs.170563,TSPAN8,Tetraspanin 8,
eg:7104:chr3:p,7104,Hs.133527,TM4SF4,Transmembrane 4 L six family member 4,
eg:7105:chrX:m,7105,Hs.43233,TSPAN6,Tetraspanin 6,
eg:7106:chr11:p,7106,Hs.654836,TSPAN4,Tetraspanin 4,
eg:7107:chr1:p,7107,Hs.498160,GPR137B,G protein-coupled receptor 137B,
eg:7108:chr11:p,7108,Hs.31130,TM7SF2,Transmembrane 7 superfamily member 2,
eg:7109:chr21:p,7109,Hs.126221,TRAPPC10,Trafficking protein particle complex 10,
eg:711:chr3:m,711,Hs.667161,ERC2-IT1,Chromosome 3 open reading frame 51,
eg:7110:chr3:m,7110,Hs.267632,TMF1,TATA element modulatory factor 1,
eg:7111:chr9:p,7111,Hs.404289,TMOD1,Tropomodulin 1,
eg:7112:chr12:p,7112,Hs.11355,TMPO,Thymopoietin,
eg:7113:chr21:m,7113,Hs.439309,TMPRSS2,"Transmembrane protease, serine 2",
eg:7117:chrX:p,7117,,TMSB4XP8,"thymosin beta 4, X-linked pseudogene 8",
eg:712:chr1:p,712,Hs.632379,C1QA,"Complement component 1, q subcomponent, A chain",
eg:7122:chr22:m,7122,Hs.505337,CLDN5,Claudin 5,
eg:7123:chr3:p,7123,Hs.476092,CLEC3B,"C-type lectin domain family 3, member B",
eg:7124:chr6:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_apd_hap1:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_cox_hap2:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_dbb_hap3:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_mann_hap4:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_mcf_hap5:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_qbl_hap6:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7124:chr6_ssto_hap7:p,7124,Hs.241570,TNF,Tumor necrosis factor,
eg:7125:chr20:m,7125,Hs.182421,TNNC2,Troponin C type 2 (fast),
eg:7126:chr17:p,7126,Hs.76090,TNFAIP1,"Tumor necrosis factor, alpha-induced protein 1 (endothelial)",
eg:7127:chr14:p,7127,Hs.525607 /// Hs.736562,TNFAIP2,"Tumor necrosis factor, alpha-induced protein 2",
eg:7128:chr6:p,7128,Hs.211600,TNFAIP3,"Tumor necrosis factor, alpha-induced protein 3",
eg:713:chr1:p,713,Hs.8986,C1QB,"Complement component 1, q subcomponent, B chain",
eg:7130:chr2:p,7130,Hs.437322,TNFAIP6,"Tumor necrosis factor, alpha-induced protein 6",
eg:7132:chr12:m,7132,Hs.279594,TNFRSF1A,"Tumor necrosis factor receptor superfamily, member 1A",
eg:7133:chr1:p,7133,Hs.256278,TNFRSF1B,"Tumor necrosis factor receptor superfamily, member 1B",
eg:7134:chr3:m,7134,Hs.118845,TNNC1,Troponin C type 1 (slow),
eg:7135:chr1:m,7135,Hs.320890,TNNI1,"Troponin I type 1 (skeletal, slow)",
eg:7136:chr11:p,7136,Hs.523403,TNNI2,"Troponin I type 2 (skeletal, fast)",
eg:7137:chr19:m,7137,Hs.709179,TNNI3,Troponin I type 3 (cardiac),
eg:7138:chr19:m,7138,Hs.631558,TNNT1,"Troponin T type 1 (skeletal, slow)",
eg:7139:chr1:m,7139,Hs.533613,TNNT2,Troponin T type 2 (cardiac),
eg:714:chr1:p,714,Hs.467753,C1QC,"Complement component 1, q subcomponent, C chain",
eg:7140:chr11:p,7140,Hs.73454,TNNT3,"Troponin T type 3 (skeletal, fast)",
eg:7141:chr2:m,7141,Hs.3017,TNP1,Transition protein 1 (during histone to protamine replacement),
eg:7142:chr16:m,7142,Hs.513349,TNP2,Transition protein 2 (during histone to protamine replacement),
